#BGC_Name,Family Number,substring,file_name,Chromophore,OHHis,Salicylate,OHAsp,Ambiguous,Catechol,Dmaq,Graminine,Hydroxamate,Sum
NZ_BMCS01000001.1.region003,743,GCF_014635305,NZ_BMCS01000001.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMCT01000001.1.region001,744,GCF_014635325,NZ_BMCT01000001.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_BMJH01000001.1.region001,747,GCF_014643175,NZ_BMJH01000001.1.region001.gbk,0,0,0,0,0,1,0,0,1,2
NZ_BDBX01000021.1.region001,749,GCF_001613205,NZ_BDBX01000021.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_BMMK01000007.1.region001,750,GCF_014645795,NZ_BMMK01000007.1.region001.gbk,0,0,0,0,0,1,0,0,1,2
NZ_BMML01000004.1.region003,753,GCF_014645815,NZ_BMML01000004.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMMP01000001.1.region003,754,GCF_014645895,NZ_BMMP01000001.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BDAX01000007.1.region001,761,GCF_001612665,NZ_BDAX01000007.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMNK01000007.1.region001,766,GCF_014646515,NZ_BMNK01000007.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMPO01000002.1.region002,769,GCF_014647635,NZ_BMPO01000002.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMQB01000001.1.region001,771,GCF_014647895,NZ_BMQB01000001.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMQB01000009.1.region002,772,GCF_014647895,NZ_BMQB01000009.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_BMQB01000009.1.region003,773,GCF_014647895,NZ_BMQB01000009.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMRB01000002.1.region003,776,GCF_014648415,NZ_BMRB01000002.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMRC01000005.1.region001,777,GCF_014648435,NZ_BMRC01000005.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMRE01000003.1.region001,779,GCF_014648475,NZ_BMRE01000003.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMVL01000006.1.region002,815,GCF_014650695,NZ_BMVL01000006.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMWG01000032.1.region001,826,GCF_014651115,NZ_BMWG01000032.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AFWY03000006.1.region002,831,GCF_000231075,NZ_AFWY03000006.1.region002.gbk,0,0,1,0,0,0,0,0,1,2
NZ_BNAY01000001.1.region002,833,GCF_014654365,NZ_BNAY01000001.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BNBM01000013.1.region001,840,GCF_014655715,NZ_BNBM01000013.1.region001.gbk,0,0,0,0,0,0,0,0,0,0
NZ_BNEM01000001.1.region004,847,GCF_018327705,NZ_BNEM01000001.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BNJG01000002.1.region003,849,GCF_016587375,NZ_BNJG01000002.1.region003.gbk,0,0,0,1,0,0,0,0,0,1
NZ_BNJG01000004.1.region002,850,GCF_016587375,NZ_BNJG01000004.1.region002.gbk,0,0,0,1,0,0,0,0,0,1
NZ_BNJI01000002.1.region002,851,GCF_016587415,NZ_BNJI01000002.1.region002.gbk,0,0,0,1,0,0,0,0,0,1
NC_008278.1.region010,854,GCF_000058485,NC_008278.1.region010.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BOMZ01000079.1.region001,856,GCF_016862455,NZ_BOMZ01000079.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BOOH01000044.1.region001,864,GCF_016863135,NZ_BOOH01000044.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
BMQD01000002.1.region001,866,GCA_014647935,BMQD01000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_BMPI01000002.1.region001,870,GCF_014647515,NZ_BMPI01000002.1.region001.gbk,0,0,0,0,0,1,0,0,1,2
NZ_CABVLY010000004.1.region001,896,GCF_902498995,NZ_CABVLY010000004.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CADIJX010000001.1.region002,922,GCF_902859625,NZ_CADIJX010000001.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CAHP01000020.1.region001,923,GCF_000294655,NZ_CAHP01000020.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NC_014539.1.region002,926,GCF_000148685,NC_014539.1.region002.gbk,0,0,0,0,0,0,0,1,0,1
NZ_CADFGE010000008.1.region002,928,GCF_902833645,NZ_CADFGE010000008.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
CABDWT010000019.1.region002,932,GCA_901456055,CABDWT010000019.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CDCG01000011.1.region001,942,GCF_000819845,NZ_CDCG01000011.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CDME01000011.1.region004,948,GCF_000826545,NZ_CDME01000011.1.region004.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CH672427.1.region001,951,GCF_000153205,NZ_CH672427.1.region001.gbk,0,1,0,1,0,0,0,0,0,2
NZ_CH672427.1.region009,952,GCF_000153205,NZ_CH672427.1.region009.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CH672435.1.region001,953,GCF_000153025,NZ_CH672435.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CM000745.1.region002,954,GCF_000161455,NZ_CM000745.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CM001440.1.region006,960,GCF_000244975,NZ_CM001440.1.region006.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CM001489.1.region003,961,GCF_000262465,NZ_CM001489.1.region003.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CM001773.1.region002,968,GCF_000314895,NZ_CM001773.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CM003594.1.region002,977,GCF_001435295,NZ_CM003594.1.region002.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CM004509.1.region001,981,GCF_001693435,NZ_CM004509.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CM009490.1.region001,982,GCF_002933395,NZ_CM009490.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP004387.1.region001,983,GCF_000299335,NZ_CP004387.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP006841.1.region001,984,GCF_001274895,NZ_CP006841.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP007031.1.region003,989,GCF_000224005,NZ_CP007031.1.region003.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP007142.1.region008,991,GCF_000940805,NZ_CP007142.1.region008.gbk,0,0,0,1,0,0,0,0,0,1
AMFN01000002.1.region001,995,GCA_000302695,AMFN01000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP007597.1.region002,1000,GCF_000661955,NZ_CP007597.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
CP076653.1.region004,1001,GCA_018966865,CP076653.1.region004.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP008747.1.region001,1003,GCF_000816085,NZ_CP008747.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP009048.1.region004,1007,GCF_000746525,NZ_CP009048.1.region004.gbk,1,0,0,1,0,0,0,0,1,3
NZ_CP009248.1.region001,1010,GCF_001941505,NZ_CP009248.1.region001.gbk,0,0,0,0,0,1,0,0,1,2
NZ_CP009249.1.region003,1011,GCF_001941565,NZ_CP009249.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP009438.1.region007,1015,GCF_000761215,NZ_CP009438.1.region007.gbk,0,0,1,0,0,0,0,0,0,1
NC_014837.1.region001,1016,GCF_000175935,NC_014837.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP009455.1.region007,1018,GCF_000759535,NZ_CP009455.1.region007.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CADESW010000004.1.region002,1020,GCF_902830275,NZ_CADESW010000004.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP009533.1.region004,1021,GCF_000761155,NZ_CP009533.1.region004.gbk,0,0,1,0,1,0,0,0,0,2
NC_006348.1.region002,1022,GCF_000011705,NC_006348.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
NC_008786.1.region002,1023,GCF_000015565,NC_008786.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP009747.1.region005,1027,GCF_000800255,NZ_CP009747.1.region005.gbk,1,0,0,1,0,0,0,0,0,2
JAFOLH010000001.1.region001,1046,GCA_017419405,JAFOLH010000001.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NC_014839.1.region001,1049,GCF_000175935,NC_014839.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP011104.1.region006,1051,GCF_001010285,NZ_CP011104.1.region006.gbk,0,0,0,0,1,0,0,0,0,1
NZ_CP011125.1.region013,1052,GCF_000737325,NZ_CP011125.1.region013.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CABPRU010000004.1.region001,1054,GCF_902459705,NZ_CABPRU010000004.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP011254.1.region005,1055,GCF_001006005,NZ_CP011254.1.region005.gbk,0,0,0,0,1,0,0,0,0,1
NZ_CP011319.1.region002,1057,GCF_001865675,NZ_CP011319.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP011382.1.region004,1059,GCF_000734895,NZ_CP011382.1.region004.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP011868.1.region010,1072,GCF_001294645,NZ_CP011868.1.region010.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP011868.1.region016,1073,GCF_001294645,NZ_CP011868.1.region016.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP011930.1.region001,1075,GCF_001040945,NZ_CP011930.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP012403.1.region003,1082,GCF_001305595,NZ_CP012403.1.region003.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP012670.1.region011,1083,GCF_004135735,NZ_CP012670.1.region011.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CAJFCL010000002.1.region001,1086,GCF_904063065,NZ_CAJFCL010000002.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP012882.1.region001,1093,GCF_002224265,NZ_CP012882.1.region001.gbk,0,0,1,0,1,1,0,0,0,3
NZ_CP013111.1.region003,1099,GCF_001433395,NZ_CP013111.1.region003.gbk,0,0,0,0,0,0,0,1,0,1
NZ_CABPRV010000006.1.region001,1113,GCF_902459735,NZ_CABPRV010000006.1.region001.gbk,0,0,0,1,0,0,0,1,0,2
NZ_CP012184.1.region011,1116,GCF_001420995,NZ_CP012184.1.region011.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP013854.1.region014,1117,GCF_001698125,NZ_CP013854.1.region014.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP013855.1.region001,1118,GCF_001698125,NZ_CP013855.1.region001.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CP014137.1.region001,1126,GCF_002291445,NZ_CP014137.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP014859.1.region013,1137,GCF_001747425,NZ_CP014859.1.region013.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP015118.1.region002,1141,GCF_002116905,NZ_CP015118.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CM001841.1.region006,1142,GCF_000365305,NZ_CM001841.1.region006.gbk,0,0,0,0,0,1,0,0,0,1
NZ_AUXY01000111.1.region001,1147,GCF_001625695,NZ_AUXY01000111.1.region001.gbk,0,0,0,1,0,1,0,0,0,2
NZ_CP015637.1.region004,1154,GCF_001708445,NZ_CP015637.1.region004.gbk,1,0,0,0,0,0,0,0,0,1
NZ_CP016172.1.region002,1161,GCF_001676725,NZ_CP016172.1.region002.gbk,0,0,0,0,0,0,0,1,0,1
NZ_CP016353.1.region012,1164,GCF_002240355,NZ_CP016353.1.region012.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP016895.1.region001,1173,GCF_001704115,NZ_CP016895.1.region001.gbk,0,0,0,0,1,0,0,0,0,1
NZ_CP016895.1.region003,1174,GCF_001704115,NZ_CP016895.1.region003.gbk,0,0,0,0,1,1,0,0,0,2
KI547171.1.region001,1177,GCA_000497835,KI547171.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP017242.1.region001,1183,GCF_001908375,NZ_CP017242.1.region001.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CP018082.1.region015,1199,GCF_001886715,NZ_CP018082.1.region015.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP018082.1.region021,1200,GCF_001886715,NZ_CP018082.1.region021.gbk,0,0,0,0,0,0,0,0,1,1
NZ_ACZO01000007.1.region002,1202,GCF_000176155,NZ_ACZO01000007.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP019509.1.region007,1216,GCF_002002905,NZ_CP019509.1.region007.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP019799.1.region006,1221,GCF_002007605,NZ_CP019799.1.region006.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CP020038.1.region008,1225,GCF_002157225,NZ_CP020038.1.region008.gbk,0,0,0,1,0,0,0,0,0,1
NZ_BMWG01000010.1.region004,1230,GCF_014651115,NZ_BMWG01000010.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AP022618.1.region007,1233,GCF_010731615,NZ_AP022618.1.region007.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP016170.1.region003,1239,GCF_001676705,NZ_CP016170.1.region003.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP021111.1.region001,1240,GCF_002119665,NZ_CP021111.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
JWIH01000019.1.region001,1246,GCA_000814665,JWIH01000019.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
JACHLX010000001.1.region019,1250,GCA_014204745,JACHLX010000001.1.region019.gbk,0,0,0,0,0,0,0,0,1,1
NC_017856.1.region002,1262,GCF_000260965,NC_017856.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP022736.1.region004,1267,GCF_002257565,NZ_CP022736.1.region004.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP022958.1.region005,1270,GCF_006496635,NZ_CP022958.1.region005.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP022961.1.region013,1271,GCF_002285795,NZ_CP022961.1.region013.gbk,0,0,0,0,0,1,0,0,1,2
NC_020062.1.region003,1274,GCF_000330885,NC_020062.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NC_013093.1.region024,1278,GCF_000023245,NC_013093.1.region024.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMZN01000002.1.region001,1279,GCF_014652815,NZ_BMZN01000002.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP023740.1.region001,1289,GCF_002752655,NZ_CP023740.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP024081.1.region009,1293,GCF_003033885,NZ_CP024081.1.region009.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP024081.1.region010,1294,GCF_003033885,NZ_CP024081.1.region010.gbk,0,1,0,1,0,0,0,0,0,2
NZ_CP024478.1.region004,1298,GCF_002753995,NZ_CP024478.1.region004.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP024608.1.region003,1299,GCF_002752675,NZ_CP024608.1.region003.gbk,0,1,0,1,0,0,0,0,0,2
NZ_CP024894.1.region008,1306,GCF_002796545,NZ_CP024894.1.region008.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CP024996.1.region001,1309,GCF_003719195,NZ_CP024996.1.region001.gbk,0,0,0,1,0,0,0,1,0,2
NZ_CP025113.1.region004,1313,GCF_002831585,NZ_CP025113.1.region004.gbk,0,0,1,0,0,0,0,0,0,1
NC_010501.1.region005,1315,GCF_000019445,NC_010501.1.region005.gbk,1,0,0,1,0,0,0,0,0,2
NZ_CP025430.1.region006,1320,GCF_002847445,NZ_CP025430.1.region006.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP025532.1.region003,1322,GCF_018336955,NZ_CP025532.1.region003.gbk,0,0,0,1,0,0,0,0,0,1
NC_009654.1.region002,1325,GCF_000017285,NC_009654.1.region002.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP026681.1.region017,1343,GCF_002949735,NZ_CP026681.1.region017.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP026692.1.region001,1344,GCF_002949795,NZ_CP026692.1.region001.gbk,0,0,0,0,0,0,1,0,0,1
NZ_CP026947.1.region001,1347,GCF_003065405,NZ_CP026947.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP027433.1.region003,1350,GCF_002993285,NZ_CP027433.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AYTD01000011.1.region001,1359,GCF_000503215,NZ_AYTD01000011.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP027755.1.region014,1361,GCF_003851495,NZ_CP027755.1.region014.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP028129.1.region004,1364,GCF_004011095,NZ_CP028129.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP028324.1.region002,1367,GCF_003028855,NZ_CP028324.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP022685.1.region022,1384,GCF_002556545,NZ_CP022685.1.region022.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP029822.1.region002,1387,GCF_003991975,NZ_CP029822.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BMVR01000003.1.region003,1391,GCF_014650815,NZ_BMVR01000003.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_BMMV01000006.1.region005,1392,GCF_014646115,NZ_BMMV01000006.1.region005.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP031124.1.region002,1396,GCF_003339525,NZ_CP031124.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NC_021237.1.region005,1401,GCF_000397205,NC_021237.1.region005.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BAGZ01000009.1.region001,1403,GCF_000298175,NZ_BAGZ01000009.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP011789.1.region004,1404,GCF_001636055,NZ_CP011789.1.region004.gbk,1,0,0,0,0,0,0,0,1,2
NZ_CP031455.1.region037,1405,GCF_003391135,NZ_CP031455.1.region037.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP032134.1.region004,1408,GCF_002165375,NZ_CP032134.1.region004.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP032279.1.region003,1410,GCF_001696615,NZ_CP032279.1.region003.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP032402.1.region002,1413,GCF_003589885,NZ_CP032402.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP025227.1.region007,1417,GCF_004010955,NZ_CP025227.1.region007.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP032543.1.region012,1420,GCF_003610995,NZ_CP032543.1.region012.gbk,0,0,0,0,0,0,0,0,1,1
CP050452.1.region001,1432,GCA_014171555,CP050452.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NC_010530.1.region005,1436,GCF_000069785,NC_010530.1.region005.gbk,0,0,0,1,0,0,0,0,1,2
NZ_BAEI01000054.1.region002,1437,GCF_000241325,NZ_BAEI01000054.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP033972.1.region008,1438,GCF_003855095,NZ_CP033972.1.region008.gbk,0,0,1,0,0,0,0,0,1,2
NZ_CP034035.1.region003,1440,GCF_005484945,NZ_CP034035.1.region003.gbk,0,0,0,0,1,0,0,0,0,1
NZ_CP034036.1.region005,1441,GCF_005484965,NZ_CP034036.1.region005.gbk,0,0,0,0,1,0,0,0,0,1
NZ_CP034550.1.region016,1448,GCF_009498035,NZ_CP034550.1.region016.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP034766.1.region011,1451,GCF_004006015,NZ_CP034766.1.region011.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP033897.1.region002,1457,GCF_003813985,NZ_CP033897.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP035493.1.region004,1461,GCF_004135385,NZ_CP035493.1.region004.gbk,0,0,0,0,0,1,0,0,0,1
NC_017671.1.region001,1469,GCF_000284595,NC_017671.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
BBMW01000009.1.region002,1470,GCA_000759755,BBMW01000009.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
LR782234.1.region003,1472,GCA_902825215,LR782234.1.region003.gbk,1,0,0,0,0,0,0,0,1,2
NC_023036.2.region014,1476,GCF_000317305,NC_023036.2.region014.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP039371.1.region003,1478,GCF_005080685,NZ_CP039371.1.region003.gbk,1,0,0,0,0,0,0,0,0,1
JAFKFN010000013.1.region001,1479,GCA_017308255,JAFKFN010000013.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP039639.1.region001,1481,GCF_004923295,NZ_CP039639.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NC_019771.1.region014,1488,GCF_000317695,NC_019771.1.region014.gbk,0,0,1,0,0,0,1,0,0,2
NC_011740.1.region002,1490,GCF_000026225,NC_011740.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP041146.1.region006,1494,GCF_006494775,NZ_CP041146.1.region006.gbk,0,0,0,0,0,1,0,0,1,2
NZ_CP041335.1.region001,1498,GCF_008033135,NZ_CP041335.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
CP045666.1.region001,1502,GCA_013457415,CP045666.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP041765.1.region008,1503,GCF_007559025,NZ_CP041765.1.region008.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP043488.1.region002,1512,GCF_008330945,NZ_CP043488.1.region002.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP044067.1.region004,1516,GCF_008693385,NZ_CP044067.1.region004.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP044423.1.region001,1517,GCF_008824185,NZ_CP044423.1.region001.gbk,0,0,1,0,1,0,0,0,0,2
NZ_CP045144.1.region003,1522,GCF_009223885,NZ_CP045144.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_AP024585.1.region002,1525,GCF_018323885,NZ_AP024585.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP013611.1.region004,1527,GCF_001482385,NZ_CP013611.1.region004.gbk,0,0,0,0,0,1,0,0,1,2
NZ_BCQT01000026.1.region001,1528,GCF_001552215,NZ_BCQT01000026.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP015163.1.region025,1529,GCF_003312875,NZ_CP015163.1.region025.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP045644.1.region003,1530,GCF_009498455,NZ_CP045644.1.region003.gbk,0,0,0,0,0,0,0,0,1,1
NZ_AP021901.1.region008,1532,GCF_018325905,NZ_AP021901.1.region008.gbk,0,1,0,1,0,0,0,0,0,2
NC_007510.1.region002,1535,GCF_000012945,NC_007510.1.region002.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP046582.1.region001,1544,GCF_018141005,NZ_CP046582.1.region001.gbk,0,0,0,0,1,0,0,0,0,1
NZ_CP046907.1.region003,1549,GCF_014083985,NZ_CP046907.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP047244.1.region001,1553,GCF_009856605,NZ_CP047244.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP048796.1.region001,1560,GCF_010748935,NZ_CP048796.1.region001.gbk,0,0,0,0,1,1,0,0,0,2
NZ_CP048812.1.region001,1563,GCF_010977575,NZ_CP048812.1.region001.gbk,0,0,0,1,0,0,0,0,1,2
NZ_CP049017.1.region005,1565,GCF_014236795,NZ_CP049017.1.region005.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP049780.1.region018,1568,GCF_011193355,NZ_CP049780.1.region018.gbk,0,0,1,0,0,0,0,0,0,1
NZ_BBYG01000019.1.region002,1573,GCF_001184025,NZ_BBYG01000019.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP049910.1.region001,1574,GCF_011305995,NZ_CP049910.1.region001.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP050134.2.region004,1577,GCF_011612265,NZ_CP050134.2.region004.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP050854.1.region003,1583,GCF_017569925,NZ_CP050854.1.region003.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CM001558.1.region007,1588,GCF_000281895,NZ_CM001558.1.region007.gbk,0,1,0,1,0,0,0,0,0,2
NC_021505.1.region003,1589,GCF_000412675,NC_021505.1.region003.gbk,1,0,0,0,0,0,0,0,0,1
NZ_CP052757.1.region003,1591,GCF_009708005,NZ_CP052757.1.region003.gbk,0,0,0,0,0,1,0,0,1,2
NZ_CP019431.1.region003,1594,GCF_009866765,NZ_CP019431.1.region003.gbk,1,0,0,1,0,0,0,0,0,2
NZ_CP054698.1.region020,1604,GCF_014023275,NZ_CP054698.1.region020.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP054932.1.region010,1611,GCF_013364275,NZ_CP054932.1.region010.gbk,0,0,0,0,0,0,0,0,0,0
NZ_AJTQ01000186.1.region001,1614,GCF_000262345,NZ_AJTQ01000186.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
LN554852.1.region002,1618,GCA_000953735,LN554852.1.region002.gbk,0,0,0,0,0,0,0,0,1,1
JABSQR010000010.1.region001,1619,GCA_013215705,JABSQR010000010.1.region001.gbk,0,0,0,1,0,0,0,0,0,1
NZ_CP058349.1.region001,1623,GCF_013395055,NZ_CP058349.1.region001.gbk,1,0,0,0,0,0,0,0,1,2
DFUE01000058.1.region001,1625,GCA_002379585,DFUE01000058.1.region001.gbk,0,0,1,0,1,0,0,0,0,2
NZ_BAGD01000028.1.region001,1629,GCF_000308635,NZ_BAGD01000028.1.region001.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP059399.1.region014,1632,GCF_013744875,NZ_CP059399.1.region014.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP059997.1.region014,1635,GCF_018736145,NZ_CP059997.1.region014.gbk,0,0,0,0,0,0,0,0,1,1
NC_007511.1.region002,1637,GCF_000012945,NC_007511.1.region002.gbk,0,0,1,0,0,0,0,0,0,1
NZ_CP060092.1.region001,1639,GCF_014217335,NZ_CP060092.1.region001.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP060131.1.region004,1640,GCF_014235185,NZ_CP060131.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP060404.1.region004,1644,GCF_014295035,NZ_CP060404.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
CP073042.1.region017,1645,GCA_018114805,CP073042.1.region017.gbk,0,0,0,0,0,1,0,0,0,1
NZ_CP060783.1.region004,1647,GCF_014489535,NZ_CP060783.1.region004.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP061725.1.region010,1654,GCF_014764405,NZ_CP061725.1.region010.gbk,0,0,0,0,0,0,0,0,1,1
NZ_CP045649.1.region002,1656,GCF_009557055,NZ_CP045649.1.region002.gbk,0,0,0,0,0,1,0,0,0,1
