substring,file_name
GCF_000959245,NZ_CP009488.1.region001.gbk
GCF_000959245,NZ_CP009488.1.region002.gbk
GCF_000959365,NZ_CP009555.1.region008.gbk
GCF_000959365,NZ_CP009556.1.region003.gbk
GCF_000959445,NZ_CP009631.1.region003.gbk
GCF_000959525,NZ_CP009832.1.region001.gbk
GCF_000959725,NZ_CP009322.1.region005.gbk
GCF_000960995,NZ_CP009434.1.region008.gbk
GCF_000963575,NZ_CP011077.1.region003.gbk
GCF_000964005,NZ_JXYP01000011.1.region002.gbk
GCF_000966285,NZ_KQ031391.1.region001.gbk
GCF_000967495,NZ_JXXU01000001.1.region001.gbk
GCF_000967495,NZ_JXXU01000019.1.region001.gbk
GCF_000967655,NZ_JXYA01000041.1.region001.gbk
GCF_000967725,NZ_JXYE01000006.1.region001.gbk
GCF_000967965,NZ_LACC01000036.1.region001.gbk
GCF_000968015,NZ_LACH01000052.1.region001.gbk
GCF_000968175,NZ_FO704551.1.region004.gbk
GCF_000968685,NZ_LAKD02000004.1.region002.gbk
GCF_000968685,NZ_LAKD02000052.1.region001.gbk
GCF_000969645,NZ_CP014222.1.region008.gbk
GCF_000970345,NZ_LAQU01000008.1.region001.gbk
GCF_000971335,NZ_JZJL01000057.1.region001.gbk
GCF_000971965,NZ_LAQP01000015.1.region001.gbk
GCF_000972145,NZ_JWYV01000001.1.region001.gbk
GCF_000972385,NZ_JXTE01000012.1.region001.gbk
GCF_000972705,NZ_LATL02000156.1.region001.gbk
GCF_000972785,NZ_CP011253.3.region008.gbk
GCF_000973125,NZ_FO818637.1.region006.gbk
GCF_000974485,NZ_BBOM01000014.1.region001.gbk
GCF_000981805,NZ_CP011132.1.region001.gbk
GCF_000981895,NZ_LATD01000044.1.region001.gbk
GCF_000987075,NZ_LASD01000008.1.region002.gbk
GCF_000987075,NZ_LASD01000018.1.region003.gbk
GCF_001005085,NZ_LBMU02000012.1.region001.gbk
GCF_001005215,NZ_LBNQ01000033.1.region001.gbk
GCF_001005295,NZ_LBMK01000002.1.region002.gbk
GCF_001006005,NZ_CP011254.1.region005.gbk
GCF_001006005,NZ_CP011254.1.region008.gbk
GCF_001007935,NZ_CP011451.1.region005.gbk
GCF_001010285,NZ_CP011104.1.region004.gbk
GCF_001010285,NZ_CP011104.1.region006.gbk
GCF_001014615,NZ_LBCQ02000005.1.region001.gbk
GCF_001014645,NZ_LASZ01000006.1.region001.gbk
GCF_001017755,NZ_JWIO01000023.1.region001.gbk
GCF_001021385,NZ_CP011773.1.region002.gbk
GCF_001021505,NZ_LDPO01000009.1.region001.gbk
GCF_001021505,NZ_LDPO01000012.1.region001.gbk
GCF_001022965,NZ_LECZ01000025.1.region002.gbk
GCF_001023535,NZ_CP011020.1.region003.gbk
GCF_001027285,NZ_CP011509.1.region016.gbk
GCF_001028135,NZ_LDNM01000012.1.region001.gbk
GCF_001028135,NZ_LDNM01000044.1.region001.gbk
GCF_001028665,NZ_CP011503.1.region004.gbk
GCF_001028665,NZ_CP011503.1.region005.gbk
GCF_001037465,NZ_LFCV01000001.1.region001.gbk
GCF_001037465,NZ_LFCV01000087.1.region001.gbk
GCF_001037495,NZ_KQ089822.1.region002.gbk
GCF_001039005,NZ_LDWR01000011.1.region001.gbk
GCF_001039005,NZ_LDWR01000063.1.region001.gbk
GCF_001040705,NZ_CVQP01000001.1.region002.gbk
GCF_001040945,NZ_CP011930.1.region001.gbk
GCF_001042475,NZ_LECW02000045.1.region002.gbk
GCF_001042485,NZ_LBMN02000004.1.region002.gbk
GCF_001042905,NZ_JYLB01000003.1.region001.gbk
GCF_001042905,NZ_JYLB01000009.1.region001.gbk
GCF_001043555,NZ_LDUI01000003.1.region001.gbk
GCF_001043915,NZ_LABX01000006.1.region001.gbk
GCF_001043915,NZ_LABX01000389.1.region001.gbk
GCF_001043955,NZ_LABZ01000126.1.region001.gbk
GCF_001044235,NZ_JYNL01000001.1.region001.gbk
GCF_001044235,NZ_JYNL01000030.1.region001.gbk
GCF_001044255,NZ_JYNX01000038.1.region001.gbk
GCF_001046855,NZ_HF570958.1.region003.gbk
GCF_001050015,NZ_CVTB01000260.1.region001.gbk
GCF_001050035,NZ_CVTA01000013.1.region001.gbk
GCF_001050345,NZ_LFMW01000022.1.region001.gbk
GCF_001050345,NZ_LFMW01000039.1.region001.gbk
GCF_001053185,NZ_CSTD01000001.1.region005.gbk
GCF_001056295,NZ_JVMD01000018.1.region001.gbk
GCF_001083785,NZ_LAVL01000009.1.region001.gbk
GCF_001083805,NZ_JXSK01000001.1.region003.gbk
GCF_001098625,NZ_CPWN01000008.1.region001.gbk
GCF_001112925,NZ_CPYD01000005.1.region001.gbk
GCF_001123825,NZ_CQAW01000001.1.region001.gbk
GCF_001182745,NZ_LN868938.1.region003.gbk
GCF_001182745,NZ_LN868938.1.region014.gbk
GCF_001184025,NZ_BBYG01000014.1.region002.gbk
GCF_001184025,NZ_BBYG01000019.1.region002.gbk
GCF_001186335,NZ_CP011507.1.region002.gbk
GCF_001186365,NZ_LDTZ01000013.1.region003.gbk
GCF_001187435,NZ_LFXA01000002.1.region002.gbk
GCF_001187435,NZ_LFXA01000013.1.region002.gbk
GCF_001187505,NZ_CP012150.1.region004.gbk
GCF_001187505,NZ_CP012150.1.region012.gbk
GCF_001187535,NZ_LFIO01000386.1.region002.gbk
GCF_001187865,NZ_LGIT01000009.1.region002.gbk
GCF_001187905,NZ_LGIS01000014.1.region001.gbk
GCF_001187905,NZ_LGIS01000033.1.region002.gbk
GCF_001191005,NZ_CP012201.1.region008.gbk
GCF_001202025,NZ_LGHS01000052.1.region001.gbk
GCF_001238485,NZ_LFQK01000003.1.region001.gbk
GCF_001245615,NZ_CWKH01000001.1.region002.gbk
GCF_001266615,NZ_LGHZ01000032.1.region001.gbk
GCF_001267885,NZ_CP012382.1.region021.gbk
GCF_001269655,NZ_LHVE01000007.1.region004.gbk
GCF_001269655,NZ_LHVE01000009.1.region002.gbk
GCF_001269655,NZ_LHVE01000012.1.region001.gbk
GCF_001269775,NZ_LHVL01000008.1.region001.gbk
GCF_001269775,NZ_LHVL01000025.1.region002.gbk
GCF_001269805,NZ_LHVM01000010.1.region001.gbk
GCF_001269815,NZ_LHVN01000013.1.region001.gbk
GCF_001269885,NZ_LHVH01000016.1.region001.gbk
GCF_001269885,NZ_LHVH01000018.1.region001.gbk
GCF_001269885,NZ_LHVH01000025.1.region001.gbk
GCF_001269905,NZ_LHVK01000014.1.region002.gbk
GCF_001269905,NZ_LHVK01000021.1.region001.gbk
GCF_001269925,NZ_LHVO01000049.1.region001.gbk
GCF_001269925,NZ_LHVO01000058.1.region002.gbk
GCF_001269925,NZ_LHVO01000063.1.region001.gbk
GCF_001269985,NZ_BBZB01000001.1.region002.gbk
GCF_001270495,NZ_LGUR01000206.1.region001.gbk
GCF_001274595,NZ_CP011010.1.region003.gbk
GCF_001274895,NZ_CP006841.1.region001.gbk
GCF_001274945,NZ_LILB01000001.1.region001.gbk
GCF_001277345,NZ_LIUT01000001.1.region009.gbk
GCF_001278075,NZ_CP011340.1.region006.gbk
GCF_001279725,NZ_LGDE01000476.1.region001.gbk
GCF_001279775,NZ_LGDG01000272.1.region001.gbk
GCF_001280015,NZ_LGDV01000251.1.region003.gbk
GCF_001280065,NZ_LGEA01000099.1.region001.gbk
GCF_001280085,NZ_LGED01000125.1.region001.gbk
GCF_001280085,NZ_LGED01000200.1.region001.gbk
GCF_001280125,NZ_LGEG01000193.1.region001.gbk
GCF_001280595,NZ_LITU01000070.1.region001.gbk
GCF_001293465,NZ_JSYZ01000009.1.region001.gbk
GCF_001293465,NZ_JSYZ01000010.1.region001.gbk
GCF_001293465,NZ_JSYZ01000028.1.region001.gbk
GCF_001293595,NZ_BBZE01000007.1.region001.gbk
GCF_001293775,NZ_LGLN01000071.1.region001.gbk
GCF_001293775,NZ_LGLN01000076.1.region001.gbk
GCF_001294335,NZ_LGKG01000137.1.region002.gbk
GCF_001294575,NZ_CP012676.1.region003.gbk
GCF_001294645,NZ_CP011868.1.region010.gbk
GCF_001294645,NZ_CP011868.1.region016.gbk
GCF_001295365,NZ_CP012712.1.region001.gbk
GCF_001296045,NZ_LJHS01000005.1.region001.gbk
GCF_001297015,NZ_LIGE01000024.1.region001.gbk
GCF_001297125,NZ_LHPC01000053.1.region001.gbk
GCF_001297775,NZ_LIFX01000008.1.region001.gbk
GCF_001302585,NZ_CP012752.1.region017.gbk
GCF_001038505,NZ_LDPY01000001.1.region005.gbk
GCF_001189915,NZ_LFLS01000046.1.region001.gbk
GCF_001273835,NZ_JHEI01000151.1.region001.gbk
GCF_001305595,NZ_CP012403.1.region003.gbk
GCF_001305675,NZ_CP011853.1.region008.gbk
GCF_001462435,NZ_CM003626.1.region003.gbk
GCF_001462435,NZ_CM003627.1.region008.gbk
GCF_001500025,NZ_LQIW01000049.1.region001.gbk
GCF_001500065,NZ_LQIN01000012.1.region001.gbk
GCF_001500125,NZ_LQIV01000009.1.region001.gbk
GCF_001536285,NZ_FAOZ01000002.1.region002.gbk
GCF_001715295,NZ_MDKB01000005.1.region003.gbk
GCF_001839655,NZ_LWDZ01000007.1.region001.gbk
GCF_001839655,NZ_LWDZ01000015.1.region001.gbk
GCF_001839655,NZ_LWDZ01000016.1.region001.gbk
GCF_001886515,NZ_CP018043.1.region007.gbk
GCF_001886715,NZ_CP018082.1.region015.gbk
GCF_001886715,NZ_CP018082.1.region021.gbk
GCF_001306135,NZ_LGKP01000008.1.region001.gbk
GCF_001307105,NZ_LGYN01000023.1.region003.gbk
GCF_001307155,NZ_CP012830.1.region009.gbk
GCF_001307275,NZ_CP012831.1.region010.gbk
GCF_001307275,NZ_CP012831.1.region012.gbk
GCF_001308855,NZ_LIRD01000005.1.region001.gbk
GCF_001310275,NZ_LGYZ01000110.1.region001.gbk
GCF_001314225,NZ_CP012697.1.region005.gbk
GCF_001315015,NZ_CP012916.1.region002.gbk
GCF_001320245,NZ_BCBA01000013.1.region002.gbk
GCF_001320525,NZ_BCBH01000003.1.region002.gbk
GCF_001320525,NZ_BCBH01000039.1.region001.gbk
GCF_001373395,NZ_CTEE01000001.1.region012.gbk
GCF_001399455,NZ_LLEI02000021.1.region002.gbk
GCF_001399685,NZ_JTHN01000134.1.region001.gbk
GCF_001400735,NZ_LJPW01000125.1.region001.gbk
GCF_001400735,NZ_LJPW01000154.1.region001.gbk
GCF_001401155,NZ_LJRO01000387.1.region001.gbk
GCF_001401155,NZ_LJRO01000422.1.region001.gbk
GCF_001402795,NZ_LIRE01000215.1.region001.gbk
GCF_001402875,NZ_CP012946.1.region006.gbk
GCF_001403875,NZ_LN884299.1.region006.gbk
GCF_001404335,NZ_CYZU01000010.1.region001.gbk
GCF_001411495,NZ_CP012981.1.region003.gbk
GCF_001411495,NZ_CP012982.1.region005.gbk
GCF_001411805,NZ_CP007212.1.region006.gbk
GCF_001411805,NZ_CP007213.1.region009.gbk
GCF_001412085,NZ_LKEV01000008.1.region001.gbk
GCF_001412105,NZ_LKST01000004.1.region001.gbk
GCF_001417735,NZ_BBUZ01000032.1.region001.gbk
GCF_001417955,NZ_LKTM01000001.1.region002.gbk
GCF_001417955,NZ_LKTM01000383.1.region001.gbk
GCF_001418325,NZ_LIPN01000026.1.region001.gbk
GCF_001418335,NZ_LIPP01000017.1.region001.gbk
GCF_001418655,NZ_LIQZ01000087.1.region001.gbk
GCF_001419745,NZ_LIRJ01000247.1.region001.gbk
GCF_001419795,NZ_LIRL01000207.1.region001.gbk
GCF_001419795,NZ_LIRL01000164.1.region001.gbk
GCF_001420995,NZ_CP012184.1.region011.gbk
GCF_001420995,NZ_CP012184.1.region015.gbk
GCF_001421015,NZ_CP013023.1.region007.gbk
GCF_001422815,NZ_LMMP01000009.1.region001.gbk
GCF_001422885,NZ_LMMZ01000023.1.region001.gbk
GCF_001423085,NZ_LMNU01000026.1.region001.gbk
GCF_001423125,NZ_LMNW01000023.1.region001.gbk
GCF_001424195,NZ_LMOO01000001.1.region001.gbk
GCF_001424345,NZ_LMPF01000021.1.region001.gbk
GCF_001424835,NZ_LMCQ01000005.1.region001.gbk
GCF_001425005,NZ_LMDB01000012.1.region001.gbk
GCF_001425205,NZ_LMDW01000011.1.region001.gbk
GCF_001425205,NZ_LMDW01000019.1.region002.gbk
GCF_001425265,NZ_LMEC01000020.1.region001.gbk
GCF_001425465,NZ_LMQV01000012.1.region001.gbk
GCF_001425785,NZ_LMDI01000003.1.region001.gbk
GCF_001425785,NZ_LMDI01000019.1.region001.gbk
GCF_001425825,NZ_LMDM01000048.1.region001.gbk
GCF_001426085,NZ_LMRR01000005.1.region001.gbk
GCF_001426185,NZ_LMRP01000001.1.region006.gbk
GCF_001426505,NZ_LMEV01000017.1.region001.gbk
GCF_001426545,NZ_LMEZ01000008.1.region002.gbk
GCF_001426585,NZ_LMEI01000006.1.region003.gbk
GCF_001427125,NZ_LMGK01000020.1.region002.gbk
GCF_001427785,NZ_LMHM01000016.1.region001.gbk
GCF_001428405,NZ_LMSL01000041.1.region001.gbk
GCF_001428565,NZ_LMIA01000009.1.region001.gbk
GCF_001428845,NZ_LMIU01000001.1.region002.gbk
GCF_001428895,NZ_LMJA01000030.1.region001.gbk
GCF_001429045,NZ_LMHY01000029.1.region001.gbk
GCF_001431665,NZ_LLXV01000019.1.region001.gbk
GCF_001433395,NZ_CP013111.1.region003.gbk
GCF_001435295,NZ_CM003594.1.region002.gbk
GCF_001439685,NZ_JYLH01000002.1.region003.gbk
GCF_001439685,NZ_JYLH01000006.1.region002.gbk
GCF_001439695,NZ_JYLL01000010.1.region001.gbk
GCF_001439735,NZ_JYLN01000005.1.region001.gbk
GCF_001439785,NZ_JYLI01000001.1.region001.gbk
GCF_001439785,NZ_JYLI01000001.1.region003.gbk
GCF_001439805,NZ_JYLK01000013.1.region002.gbk
GCF_001439805,NZ_JYLK01000017.1.region002.gbk
GCF_001439815,NZ_JYLM01000002.1.region001.gbk
GCF_001439845,NZ_JYLO01000006.1.region002.gbk
GCF_001440395,NZ_LLXZ01000049.1.region001.gbk
GCF_001440405,NZ_LLXX01000143.1.region001.gbk
GCF_001440405,NZ_LLXX01000182.1.region001.gbk
GCF_001440415,NZ_LLYA01000112.1.region001.gbk
GCF_001440475,NZ_LLYB01000028.1.region001.gbk
GCF_001440475,NZ_LLYB01000053.1.region001.gbk
GCF_001443045,NZ_LKPJ01000002.1.region001.gbk
GCF_001444405,NZ_CP013187.1.region002.gbk
GCF_001445655,NZ_LNBE01000003.1.region003.gbk
GCF_001445655,NZ_LNBE01000003.1.region013.gbk
GCF_001447195,NZ_LFRI01000165.1.region001.gbk
GCF_001447385,NZ_LLWQ01000163.1.region001.gbk
GCF_001455345,NZ_CP013274.1.region004.gbk
GCF_001456025,NZ_LMTZ01000001.1.region001.gbk
GCF_001456025,NZ_LMTZ01000101.1.region001.gbk
GCF_001456355,NZ_CP010271.1.region007.gbk
GCF_001457475,NZ_LN831029.1.region002.gbk
GCF_001457595,NZ_LN831039.1.region001.gbk
GCF_001457595,NZ_LN831039.1.region011.gbk
GCF_001457615,NZ_LN831024.1.region001.gbk
GCF_001457615,NZ_LN831024.1.region006.gbk
GCF_001458735,NZ_CZQA01000009.1.region001.gbk
GCF_001458775,NZ_CZPZ01000034.1.region001.gbk
GCF_001461825,NZ_LLZC01000018.1.region001.gbk
GCF_001465545,NZ_CP013480.3.region006.gbk
GCF_001471585,NZ_LOSL02000001.1.region001.gbk
GCF_001471585,NZ_LOSL02000001.1.region003.gbk
GCF_001471585,NZ_LOSL02000002.1.region001.gbk
GCF_001482195,NZ_KQ759763.1.region002.gbk
GCF_001482385,NZ_CP013611.1.region004.gbk
GCF_001485495,NZ_BCNF01000114.1.region001.gbk
GCF_001494595,NZ_LN929907.1.region003.gbk
GCF_001499855,NZ_LQIK01000005.1.region001.gbk
GCF_001499905,NZ_LQIS01000001.1.region001.gbk
GCF_001499965,NZ_LQIT01000007.1.region001.gbk
GCF_001499995,NZ_LQIU01000067.1.region001.gbk
GCF_001506075,NZ_KQ947475.1.region001.gbk
GCF_001506075,NZ_KQ947475.1.region002.gbk
GCF_001506165,NZ_CP011427.1.region004.gbk
GCF_001509475,NZ_LLZG01000006.1.region001.gbk
GCF_001509475,NZ_LLZG01000025.1.region002.gbk
GCF_001509475,NZ_LLZG01000036.1.region001.gbk
GCF_001512295,NZ_LNUP01000002.1.region001.gbk
GCF_001512295,NZ_LNUP01000002.1.region002.gbk
GCF_001513975,NZ_KQ947989.1.region004.gbk
GCF_001514145,NZ_KQ948656.1.region001.gbk
GCF_001514205,NZ_KQ948777.1.region001.gbk
GCF_001514235,NZ_KQ948925.1.region003.gbk
GCF_001514265,NZ_KQ948989.1.region002.gbk
GCF_001514305,NZ_KQ949097.1.region001.gbk
GCF_001514495,NZ_BCNM01000007.1.region001.gbk
GCF_001517105,NZ_LPVF01000008.1.region001.gbk
GCF_001517405,NZ_LN907827.1.region002.gbk
GCF_001517975,NZ_KQ950181.1.region001.gbk
GCF_001518815,NZ_CP013987.1.region004.gbk
GCF_001518815,NZ_CP013987.1.region005.gbk
GCF_001521715,NZ_CP011863.1.region001.gbk
GCF_001522585,NZ_CP013373.1.region002.gbk
GCF_001522865,NZ_LOWB01000074.1.region001.gbk
GCF_001522865,NZ_LOWB01000103.1.region001.gbk
GCF_001524625,NZ_CP013424.1.region001.gbk
GCF_001524625,NZ_CP013424.1.region006.gbk
GCF_001524625,NZ_CP013425.1.region003.gbk
GCF_001534745,NZ_CP013997.1.region004.gbk
GCF_001534745,NZ_CP013997.1.region006.gbk
GCF_001541315,NZ_LMVK01000016.1.region001.gbk
GCF_001541345,NZ_LMVL02000001.1.region003.gbk
GCF_001541345,NZ_LMVL02000006.1.region001.gbk
GCF_001542915,NZ_LNNH01000043.1.region001.gbk
GCF_001544455,NZ_FCOC02000018.1.region002.gbk
GCF_001544475,NZ_FCNW02000009.1.region001.gbk
GCF_001544495,NZ_FCNZ02000006.1.region001.gbk
GCF_001544515,NZ_FCOL02000011.1.region001.gbk
GCF_001544575,NZ_FCNY02000006.1.region002.gbk
GCF_001544695,NZ_FCOM02000003.1.region002.gbk
GCF_001544915,NZ_FCOE02000002.1.region001.gbk
GCF_001544975,NZ_FCOG02000002.1.region001.gbk
GCF_001545925,NZ_LMVQ01000101.1.region001.gbk
GCF_001546115,NZ_KQ955208.1.region003.gbk
GCF_001547525,NZ_CM003768.1.region002.gbk
GCF_001547525,NZ_LNJP01000003.1.region006.gbk
GCF_001547895,NZ_AP014627.1.region008.gbk
GCF_001547895,NZ_AP014627.1.region012.gbk
GCF_001547935,NZ_AP014636.1.region003.gbk
GCF_001548375,NZ_AP017296.1.region003.gbk
GCF_001548435,NZ_AP017310.1.region001.gbk
GCF_001548435,NZ_AP017310.1.region002.gbk
GCF_001550375,NZ_LRTR01000589.1.region001.gbk
GCF_001552135,NZ_BCQP01000009.1.region001.gbk
GCF_001552135,NZ_BCQP01000010.1.region001.gbk
GCF_001552155,NZ_BCQQ01000092.1.region001.gbk
GCF_001552195,NZ_BCQS01000039.1.region001.gbk
GCF_001552215,NZ_BCQT01000011.1.region003.gbk
GCF_001552215,NZ_BCQT01000026.1.region001.gbk
GCF_001552595,NZ_BCRM01000003.1.region001.gbk
GCF_001552595,NZ_BCRM01000027.1.region001.gbk
GCF_001552615,NZ_BCRN01000003.1.region001.gbk
GCF_001552615,NZ_BCRN01000004.1.region001.gbk
GCF_001552615,NZ_BCRN01000024.1.region001.gbk
GCF_001552635,NZ_BCRO01000083.1.region001.gbk
GCF_001552715,NZ_BCRS01000088.1.region001.gbk
GCF_001552855,NZ_BCRV01000030.1.region001.gbk
GCF_001552955,NZ_KQ959725.1.region002.gbk
GCF_001553455,NZ_BBOX01000116.1.region001.gbk
GCF_001553785,NZ_LOJP01000001.1.region002.gbk
GCF_001556045,NZ_LSIC01000141.1.region001.gbk
GCF_001557535,NZ_CP014315.1.region003.gbk
GCF_001567565,NZ_LSSW01000029.1.region001.gbk
GCF_001570425,NZ_BCSX01000003.1.region001.gbk
GCF_001570485,NZ_BCTA01000062.1.region001.gbk
GCF_001570525,NZ_BBXC01000007.1.region004.gbk
GCF_001570545,NZ_BBXD01000009.1.region001.gbk
GCF_001570565,NZ_BBXE01000046.1.region001.gbk
GCF_001570585,NZ_BBXF01000003.1.region004.gbk
GCF_001570605,NZ_BBXG01000001.1.region003.gbk
GCF_001570725,NZ_BCNV01000005.1.region001.gbk
GCF_001571225,NZ_BCTJ01000012.1.region001.gbk
GCF_001571285,NZ_BCTM01000010.1.region001.gbk
GCF_001571325,NZ_BCTO01000022.1.region001.gbk
GCF_001571325,NZ_BCTO01000081.1.region001.gbk
GCF_001574435,NZ_LOCN01000010.1.region001.gbk
GCF_001575205,NZ_LSRE01000012.1.region002.gbk
GCF_001579805,NZ_CP014546.1.region005.gbk
GCF_001579805,NZ_CP014546.1.region006.gbk
GCF_001580995,NZ_LHZU01000095.1.region001.gbk
GCF_001583415,NZ_CP014475.1.region011.gbk
GCF_001583695,NZ_LOBC01000021.1.region001.gbk
GCF_001584145,NZ_CP013232.1.region009.gbk
GCF_001584165,NZ_CP013233.1.region002.gbk
GCF_001584185,NZ_CP013234.1.region007.gbk
GCF_001584325,NZ_LSAZ01000001.1.region001.gbk
GCF_001584335,NZ_LSBB01000001.1.region003.gbk
GCF_001586215,NZ_CP014634.1.region001.gbk
GCF_001590835,NZ_LTAQ01000067.1.region001.gbk
GCF_001590865,NZ_BBUY01000002.1.region003.gbk
GCF_001590865,NZ_BBUY01000009.1.region001.gbk
GCF_001590905,NZ_BCTT01000005.1.region001.gbk
GCF_001590905,NZ_BCTT01000013.1.region001.gbk
GCF_001590925,NZ_BCTU01000007.1.region002.gbk
GCF_001590925,NZ_BCTU01000024.1.region001.gbk
GCF_001591145,NZ_BCUF01000021.1.region001.gbk
GCF_001591345,NZ_BCUS01000004.1.region001.gbk
GCF_001591365,NZ_BCUT01000006.1.region001.gbk
GCF_001592005,NZ_BCVZ01000001.1.region001.gbk
GCF_001592045,NZ_BCWB01000025.1.region001.gbk
GCF_001592225,NZ_BCWN01000005.1.region001.gbk
GCF_001592365,NZ_BCWU01000002.1.region001.gbk
GCF_001592875,NZ_LSOF01000006.1.region002.gbk
GCF_001594225,NZ_CP014205.2.region011.gbk
GCF_001595725,NZ_CP014282.1.region004.gbk
GCF_001597745,NZ_LUHJ01000074.1.region001.gbk
GCF_001598055,NZ_CP014845.1.region004.gbk
GCF_001598295,NZ_BCYR01000001.1.region001.gbk
GCF_001598475,NZ_BCZA01000007.1.region001.gbk
GCF_001598695,NZ_BCZK01000010.1.region001.gbk
GCF_001598695,NZ_BCZK01000014.1.region001.gbk
GCF_001598795,NZ_BCZP01000019.1.region001.gbk
GCF_001598795,NZ_BCZP01000040.1.region001.gbk
GCF_001598855,NZ_BCZS01000001.1.region001.gbk
GCF_001598855,NZ_BCZS01000011.1.region001.gbk
GCF_001598915,NZ_BDAP01000001.1.region002.gbk
GCF_001598915,NZ_BDAP01000002.1.region003.gbk
GCF_001598915,NZ_BDAP01000002.1.region004.gbk
GCF_001605725,NZ_CP011530.1.region007.gbk
GCF_001605885,NZ_LRPE01000037.1.region001.gbk
GCF_001605895,NZ_LUAW01000013.1.region001.gbk
GCF_001605965,NZ_CP014947.1.region003.gbk
GCF_001611795,NZ_CP015098.1.region023.gbk
GCF_001612615,NZ_BDAU01000015.1.region001.gbk
GCF_001612615,NZ_BDAU01000040.1.region001.gbk
GCF_001612635,NZ_BDAV01000002.1.region001.gbk
GCF_001612665,NZ_BDAX01000006.1.region001.gbk
GCF_001612665,NZ_BDAX01000004.1.region001.gbk
GCF_001612665,NZ_BDAX01000007.1.region001.gbk
GCF_001612665,NZ_BDAX01000015.1.region001.gbk
GCF_001612685,NZ_BDAY01000014.1.region001.gbk
GCF_001612685,NZ_BDAY01000018.1.region001.gbk
GCF_001612725,NZ_BDAZ01000008.1.region002.gbk
GCF_001612725,NZ_BDAZ01000032.1.region001.gbk
GCF_001612745,NZ_BDBA01000008.1.region001.gbk
GCF_001612765,NZ_BDBB01000030.1.region001.gbk
GCF_001612785,NZ_BDBC01000047.1.region001.gbk
GCF_001612805,NZ_BDBD01000018.1.region002.gbk
GCF_001612805,NZ_BDBD01000018.1.region003.gbk
GCF_001612825,NZ_BDBE01000027.1.region001.gbk
GCF_001612825,NZ_BDBE01000029.1.region001.gbk
GCF_001612845,NZ_BDBF01000011.1.region001.gbk
GCF_001612885,NZ_BDBH01000001.1.region001.gbk
GCF_001612885,NZ_BDBH01000004.1.region005.gbk
GCF_001612905,NZ_BDBI01000016.1.region001.gbk
GCF_001612905,NZ_BDBI01000013.1.region001.gbk
GCF_001612905,NZ_BDBI01000023.1.region001.gbk
GCF_001612945,NZ_BDBK01000004.1.region001.gbk
GCF_001612945,NZ_BDBK01000007.1.region001.gbk
GCF_001612945,NZ_BDBK01000011.1.region002.gbk
GCF_001612965,NZ_BDBL01000025.1.region001.gbk
GCF_001612985,NZ_BDBM01000018.1.region001.gbk
GCF_001613005,NZ_BDBN01000102.1.region001.gbk
GCF_001613045,NZ_BDBP01000004.1.region001.gbk
GCF_001613045,NZ_BDBP01000040.1.region001.gbk
GCF_001613085,NZ_BDBR01000005.1.region001.gbk
GCF_001613085,NZ_BDBR01000005.1.region002.gbk
GCF_001613085,NZ_BDBR01000010.1.region001.gbk
GCF_001613105,NZ_BDBS01000034.1.region001.gbk
GCF_001613105,NZ_BDBS01000037.1.region001.gbk
GCF_001613105,NZ_BDBS01000057.1.region001.gbk
GCF_001613125,NZ_BDBT01000022.1.region001.gbk
GCF_001613145,NZ_BDBU01000023.1.region001.gbk
GCF_001613165,NZ_BDBV01000042.1.region001.gbk
GCF_001613165,NZ_BDBV01000130.1.region001.gbk
GCF_001613205,NZ_BDBX01000021.1.region001.gbk
GCF_001613205,NZ_BDBX01000029.1.region001.gbk
GCF_001613225,NZ_BDBY01000210.1.region001.gbk
GCF_001613225,NZ_BDBY01000402.1.region001.gbk
GCF_001613245,NZ_BDBZ01000006.1.region001.gbk
GCF_001613245,NZ_BDBZ01000009.1.region001.gbk
GCF_001613265,NZ_BDCA01000009.1.region001.gbk
GCF_001613325,NZ_BDCD01000013.1.region001.gbk
GCF_001613325,NZ_BDCD01000018.1.region002.gbk
GCF_001613325,NZ_BDCD01000053.1.region001.gbk
GCF_001613345,NZ_BDCE01000034.1.region001.gbk
GCF_001613345,NZ_BDCE01000036.1.region001.gbk
GCF_001613345,NZ_BDCE01000089.1.region001.gbk
GCF_001613345,NZ_BDCE01000092.1.region001.gbk
GCF_001613365,NZ_BDCF01000007.1.region001.gbk
GCF_001613365,NZ_BDCF01000009.1.region001.gbk
GCF_001613385,NZ_BDCG01000001.1.region002.gbk
GCF_001613385,NZ_BDCG01000012.1.region001.gbk
GCF_001613385,NZ_BDCG01000013.1.region001.gbk
GCF_001613385,NZ_BDCG01000015.1.region002.gbk
GCF_001613405,NZ_BDCH01000001.1.region002.gbk
GCF_001613405,NZ_BDCH01000020.1.region001.gbk
GCF_001613405,NZ_BDCH01000027.1.region001.gbk
GCF_001613425,NZ_BDCI01000011.1.region002.gbk
GCF_001613425,NZ_BDCI01000023.1.region001.gbk
GCF_001613445,NZ_BDCJ01000006.1.region001.gbk
GCF_001613445,NZ_BDCJ01000013.1.region001.gbk
GCF_001613465,NZ_BDCK01000025.1.region001.gbk
GCF_001613505,NZ_BDCM01000003.1.region001.gbk
GCF_001613935,NZ_LQCI01000001.1.region001.gbk
GCF_001613935,NZ_LQCI01000001.1.region002.gbk
GCF_001613935,NZ_LQCI01000018.1.region001.gbk
GCF_001618425,NZ_BDCU01000022.1.region001.gbk
