Assembly	NRP.met	NRPS	HYDROXAMATE	SALICYLATE	OHASP	OHHIS	PYOVERDINE	CATECHOL	GRAMININE	DMAQ
GCF_001042715.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001043175.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001050115.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001050135.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001050435.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001050475.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001051995.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001077815.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001078055.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001186155.3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001187595.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001187785.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001187845.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001189295.1	0	12	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001190745.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001190945.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001191605.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001262015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001262715.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001263175.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001263205.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001263395.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001267155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001267255.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001267885.1	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001267925.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001273775.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001274875.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001274895.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001275345.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001275365.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001277175.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001277195.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001277215.2	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001277235.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001277255.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001277995.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001278055.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001278075.1	1	5	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001281045.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001281385.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001281405.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001281425.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001281485.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001293125.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001293165.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001294575.1	1	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001298465.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001298525.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001302565.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001302585.1	1	8	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001305575.3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001305595.1	1	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001305675.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001307195.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001307545.1	1	3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001307805.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001308265.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001310085.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001310225.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001314325.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001314995.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001399515.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001399775.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001402875.1	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001411805.1	2	7	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
GCF_001412635.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001414055.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001421015.2	1	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001431725.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001442745.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001442805.1	0	5	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001443605.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001444405.1	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001444425.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001444445.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001455085.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001455205.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001456255.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001456355.1	1	6	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001457555.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001458695.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001460635.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001461805.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001465255.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001465545.3	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE
GCF_001465595.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001465795.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001465835.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001482365.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001483865.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001483945.1	1	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001484725.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001499615.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001499655.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001507645.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001507665.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001509405.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001518795.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001518835.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001522635.2	3	8	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001524625.2	3	6	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001534645.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001534665.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001535545.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001542625.1	0	8	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001543105.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001543175.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001543245.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001543285.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001543305.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001543325.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001544015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001545095.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001545155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001547735.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001547755.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001547935.1	1	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001547975.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001547995.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001548055.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001548275.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001552035.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001553565.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001553605.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001553625.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001553955.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001558255.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001558415.2	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001558775.1	0	3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001558935.2	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001561955.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001562195.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001564455.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001579945.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001584145.1	1	4	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001584205.1	1	2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001584225.1	1	3	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001584725.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001586155.1	1	1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
GCF_001586235.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001586255.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001590685.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001593605.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001593665.2	1	2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001594225.2	1	4	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
GCF_001597285.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001598035.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001602095.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001605725.1	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001606025.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001611155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001611675.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001611795.1	1	4	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001611955.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001611975.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001612705.2	1	3	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE
GCF_001617625.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001618505.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001618845.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001618865.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001620265.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001620305.1	1	5	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001623565.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001629705.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001632775.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001632805.1	1	7	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001633145.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001634285.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001636015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001636295.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001641005.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001641285.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001642085.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001642655.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001642805.2	1	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001643015.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001643775.1	0	2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001644565.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001644605.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001644645.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001647695.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001648155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001651805.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001653335.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001653755.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001654455.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001655245.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001658025.2	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001659785.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001660045.1	1	3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001660485.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001661075.1	1	2	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
GCF_001663155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001663175.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001663675.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001663855.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001664265.1	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001664385.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001676725.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
GCF_001676745.1	1	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001676805.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001677435.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001678905.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001679665.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001682385.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001683395.1	1	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001685395.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001685415.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001685435.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001686985.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687475.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687545.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687565.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687585.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687605.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687625.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001687665.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001688725.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001688845.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001689125.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001692755.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001693335.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001693385.1	1	2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001693515.2	1	2	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001696605.3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001697185.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001697225.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001698185.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001698205.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001700985.1	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001701025.1	0	4	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001701045.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001702115.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001702155.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001702215.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001703515.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001703555.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001704115.1	2	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001704615.3	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001705075.2	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001705175.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001708305.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001708405.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001708425.1	1	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE
GCF_001708485.1	1	3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
GCF_001712815.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001715535.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001717565.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001717955.1	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001718335.1	1	1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001718535.1	2	2	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001718555.1	2	3	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001718635.1	2	5	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001718895.1	2	2	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
GCF_001718955.1	2	4	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
GCF_001719165.1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
